Stkcd,Reptdt,S0301a,,,,,S0302a,S0303a,S0304a,S0305a,S0306a
000035,2018-09-30,民生加银基金,民生银行,民生加银资产管理有限公司,,,44709530 ,3,3.31,流通A股,4
000035,2018-09-30,建信基金,民生银行,民生加银资产管理有限公司,,,41582494 ,3,3.08,流通A股,5
000035,2018-09-30,西部信托有限公司,西部信托,中国天楹定增事务管理类单一资金信托,,,22727272 ,3,1.68,流通A股,6
000035,2018-09-30,汇安基金,中信银行,长安国际信托股份有限公司,,,21297016 ,3,1.58,流通A股,7
000035,2018-09-30,华宝投资有限公司,,,,,15151515 ,3,1.12,流通A股,8
000035,2018-09-30,上海并购股权投资基金合伙企业(有限合伙),,,,,15151515 ,3,1.12,流通A股,9
000035,2018-09-30,贵州铁路发展基金管理有限公司,贵州铁路人保壹期壹号股权投资基金中心(有限合伙),,,,15000000 ,3,1.11,流通A股,10
000036,2018-09-30,华联发展集团有限公司,,,,,379129046 ,2,33.21,流通A股,1
000036,2018-09-30,于平,,,,,23440061 ,2,2.05,流通A股,2
000036,2018-09-30,柳州佳力房地产开发有限责任公司,,,,,10192200 ,2,0.89,流通A股,3
000036,2018-09-30,刘川,,,,,8940358 ,2,0.78,流通A股,4
000036,2018-09-30,朱武广,,,,,7682240 ,2,0.67,流通A股,5
000036,2018-09-30,童建兵,,,,,6652900 ,2,0.58,流通A股,6
000036,2018-09-30,柳州瑞恒机电有限责任公司,,,,,6452900 ,2,0.57,流通A股,7
000036,2018-09-30,冯书通,,,,,5601045 ,2,0.49,流通A股,8
000036,2018-09-30,肖钢,,,,,5343000 ,2,0.47,流通A股,9
000036,2018-09-30,中国银行股份有限公司,华宝标普中国A股红利机会指数证券投资基金(LOF),,,,5096766 ,2,0.45,流通A股,10
000037,2018-09-30,香港南海洋行(国际)有限公司,,,,,92123248 ,3,15.28,流通B股,1
000037,2018-09-30,深圳广聚实业有限公司,,,,,73666824 ,3,12.22,流通A股,2
000037,2018-09-30,深圳市能源集团有限公司,,,,,65106130 ,3,10.8,流通A股,3
000037,2018-09-30,BOCI SECURITIES LIMITED,,,,,8690627 ,3,1.44,流通B股,4
000037,2018-09-30,曾颖,,,,,7336332 ,3,1.22,流通B股,5
000037,2018-09-30,招商证券香港有限公司,,,,,5954969 ,3,0.99,流通B股,6
000037,2018-09-30,刘芳,,,,,5004273 ,3,0.83,"流通A股,流通B股",7
000037,2018-09-30,美颐投资置业有限公司,,,,,4616000 ,3,0.77,流通A股,8
000037,2018-09-30,李宝琴,,,,,3891450 ,3,0.65,"流通A股,流通B股",9
000037,2018-09-30,张和平,,,,,3840300 ,3,0.64,"流通A股,流通B股",10
000038,2018-09-30,姜剑,,,,,112000000 ,1,21.42,未流通股,1
000038,2018-09-30,朱兰英,,,,,103004898 ,1,19.7,未流通股,2
000038,2018-09-30,青岛亚星实业有限公司,,,,,70955745 ,1,13.57,流通A股,3
000038,2018-09-30,曹林芳,,,,,40107226 ,1,7.67,"未流通股,流通A股",4
000038,2018-09-30,夏东明,,,,,38728696 ,1,7.41,"未流通股,流通A股",5
000038,2018-09-30,方正延中传媒有限公司,,,,,12419440 ,1,2.38,未流通股,6
000038,2018-09-30,邓建宇,,,,,7835454 ,1,1.5,未流通股,7
000038,2018-09-30,孝昌和泰兴业投资中心(有限合伙),,,,,7835454 ,1,1.5,未流通股,8
000038,2018-09-30,罗承,,,,,6455253 ,1,1.23,"未流通股,流通A股",9
000038,2018-09-30,修涞贵,,,,,5994123 ,1,1.15,未流通股,10
000039,2018-09-30,香港中央结算(代理人)有限公司,,,,,1726562998 ,3,57.84,"流通A股,流通H股",1
000039,2018-09-30,中远集装箱工业有限公司,,,,,432171843 ,3,14.48,流通A股,2
000039,2018-09-30,中国证券金融股份有限公司,,,,,70799672 ,3,2.37,流通A股,3
000039,2018-09-30,中央汇金资产管理有限责任公司,,,,,37993800 ,3,1.27,流通A股,4
000039,2018-09-30,中欧基金,农业银行,中欧中证金融资产管理计划,,,9252400 ,3,0.31,流通A股,5
000039,2018-09-30,工银瑞信基金,农业银行,工银瑞信中证金融资产管理计划,,,9211800 ,3,0.31,流通A股,6
000039,2018-09-30,大成基金,农业银行,大成中证金融资产管理计划,,,9150300 ,3,0.31,流通A股,7
000039,2018-09-30,银华基金,农业银行,银华中证金融资产管理计划,,,9094100 ,3,0.3,流通A股,8
000039,2018-09-30,易方达基金,农业银行,易方达中证金融资产管理计划,,,9035599 ,3,0.3,流通A股,9
000039,2018-09-30,博时基金,农业银行,博时中证金融资产管理计划,,,8998000 ,3,0.3,流通A股,10
000040,2018-09-30,东旭集团有限公司,,,,,428200516 ,1,32.02,"未流通股,流通A股",1
000040,2018-09-30,国泓资产,宁波银行,西藏信托,鼎证47号单一资金信托,,63450245 ,3,4.75,流通A股,2
000040,2018-09-30,前海开源基金,浦发银行,国民信托,国民信托·证通7号单一资金信托,,59873350 ,3,4.48,流通A股,3
000040,2018-09-30,海富通基金,宁波银行,民生信托,中国民生信托·至信167号宝安定增集合资金信托计划,,58468866 ,3,4.37,流通A股,4
000040,2018-09-30,泰达宏利基金,招商银行,国民信托,国民信托·证通8号单一资金信托计划,,58088206 ,3,4.34,流通A股,5
000040,2018-09-30,安信基金,浦发银行,陆家嘴国际信托,汇赢3号集合资金信托计划,,44765701 ,3,3.35,流通A股,6
000040,2018-09-30,新东吴优胜,广发银行,重庆国际信托股份有限公司,,,44348874 ,3,3.32,流通A股,7
000040,2018-09-30,中海信托股份有限公司,中海信托,东旭蓝天员工持股计划集合资金信托,,,37990701 ,3,2.84,流通A股,8
000040,2018-09-30,鹏华资产,平安银行,鹏华资产锦富1号专项资产管理计划,,,33706146 ,1,2.52,流通A股,9
000040,2018-09-30,山高(烟台)卓越投资中心(有限合伙),,,,,26743460 ,3,2,流通A股,10
000042,2018-09-30,陕西省国际信托股份有限公司,陕国投·金元宝68号证券投资集合资金信托计划,,,,7845673 ,3,1.18,流通A股,9
000042,2018-09-30,中国国际金融股份有限公司,,,,,7940854 ,3,1.19,流通A股,8
000042,2018-09-30,中铁宝盈资产,浦发银行,中铁宝盈,宝鑫77号特定客户资产管理计划,,10306984 ,3,1.55,流通A股,6
000042,2018-09-30,南昌联泰投资有限公司,,,,,55188952 ,1,8.3,流通A股,2
000042,2018-09-30,鹏华资产,浦发银行,鹏华资产方圆6号资产管理计划,,,7822185 ,3,1.18,流通A股,10
000042,2018-09-30,深圳市联泰房地产开发有限公司,,,,,10743792 ,1,1.62,流通A股,5
000042,2018-09-30,深圳市中洲置地有限公司,,,,,321782759 ,1,48.4,"未流通股,流通A股",1
000042,2018-09-30,深圳市远致投资有限公司,,,,,45046186 ,3,6.78,流通A股,3
000042,2018-09-30,华润深国投信托有限公司,优瑞1期集合资金信托计划,,,,9067073 ,3,1.36,流通A股,7
000042,2018-09-30,云南国际信托有限公司,启鸿集合资金信托计划,,,,10984255 ,3,1.65,流通A股,4
000043,2018-09-30,中航国际控股股份有限公司,,,,,149087820 ,2,22.35,流通A股,1
000043,2018-09-30,中国航空技术深圳有限公司,,,,,137505382 ,2,20.62,流通A股,2
000043,2018-09-30,深圳中航城发展有限公司,,,,,47827858 ,2,7.17,流通A股,3
000043,2018-09-30,西安飞机工业(集团)有限责任公司,,,,,7607820 ,2,1.14,流通A股,4
000043,2018-09-30,高晖,,,,,4493900 ,2,0.67,流通A股,5
000043,2018-09-30,浙江省新时代科技实业发展公司,,,,,3803910 ,2,0.57,流通A股,6
000043,2018-09-30,王文霞,,,,,3330000 ,2,0.5,流通A股,7
000043,2018-09-30,王倩倩,,,,,2840100 ,2,0.43,流通A股,8
000043,2018-09-30,陈斌,,,,,2728700 ,2,0.41,流通A股,9
000043,2018-09-30,黄斌,,,,,2378645 ,2,0.36,流通A股,10
000045,2018-09-30,深圳市投资控股有限公司,,,,,234069436 ,3,45.78,流通A股,1
000045,2018-09-30,深圳市深超科技投资有限公司,,,,,16129032 ,3,3.15,流通A股,2
000045,2018-09-30,福建柏瑞嘉源资产管理有限公司,柏瑞嘉源成长1号基金,,,,3954735 ,3,0.77,流通A股,3
000045,2018-09-30,孙慧明,,,,,3192767 ,3,0.62,流通B股,4
000045,2018-09-30,李松强,,,,,2873078 ,3,0.56,流通A股,5
000045,2018-09-30,郑俊生,,,,,1830000 ,3,0.36,流通A股,6
000045,2018-09-30,邝国伟,,,,,1387900 ,3,0.27,流通A股,7
000045,2018-09-30,朱烨,,,,,1131945 ,3,0.22,流通A股,8
000045,2018-09-30,邓华,,,,,1051404 ,3,0.21,流通A股,9
000045,2018-09-30,洪帆,,,,,1028900 ,3,0.2,流通A股,10
000046,2018-09-30,中国泛海控股集团有限公司,,,,,3558672908 ,1,68.49,"未流通股,流通A股",1
000046,2018-09-30,中国证券金融股份有限公司,,,,,163714285 ,3,3.15,流通A股,2
000046,2018-09-30,黄木顺,,,,,140879400 ,3,2.71,流通A股,3
000046,2018-09-30,泛海能源控股股份有限公司,,,,,124000000 ,1,2.39,流通A股,4
000046,2018-09-30,德邦创新资本,渤海银行,中融国际信托有限公司,,,109822222 ,3,2.11,流通A股,5
000046,2018-09-30,紫晶置业投资管理有限公司,,,,,93454005 ,3,1.8,流通A股,6
000046,2018-09-30,建信基金,兴业银行,华鑫信托,华鑫信托·慧智投资52号结构化集合资金信托计划,,61476574 ,3,1.18,流通A股,7
000046,2018-09-30,林芝锦华投资管理有限公司,,,,,61111111 ,1,1.18,流通A股,8
000046,2018-09-30,中央汇金资产管理有限责任公司,,,,,51653500 ,3,0.99,流通A股,9
000046,2018-09-30,华信信托股份有限公司,华信信托·工信59号集合资金信托计划,,,,47443892 ,3,0.91,流通A股,10
000048,2018-09-30,京基集团有限公司,,,,,123677371 ,1,31.65,流通A股,1
000048,2018-09-30,深圳市华超投资控股集团有限公司,,,,,116641816 ,3,29.85,流通A股,2
000048,2018-09-30,王世忱,,,,,9469837 ,3,2.42,流通A股,3
000048,2018-09-30,卢诗玮,,,,,8779659 ,3,2.25,流通A股,4
000048,2018-09-30,高春雷,,,,,8499094 ,3,2.17,流通A股,5
000048,2018-09-30,罗豫西,,,,,8478326 ,3,2.17,流通A股,6
000048,2018-09-30,深圳市吴川联合企业家投资有限公司,,,,,7576100 ,3,1.94,流通A股,7
000048,2018-09-30,季圣智,,,,,7086908 ,3,1.81,未流通股,8
000048,2018-09-30,何汝吉,,,,,6337100 ,3,1.62,流通A股,9
000048,2018-09-30,赖源龙,,,,,6248600 ,3,1.6,流通A股,10
000049,2018-09-30,广东德赛集团有限公司,,,,,92827039 ,3,45.23,流通A股,1
000049,2018-09-30,中央汇金资产管理有限责任公司,,,,,7027900 ,3,3.42,流通A股,2
000049,2018-09-30,台湾人寿保险股份有限公司,自有资金,,,,1480349 ,3,0.72,流通A股,3
000049,2018-09-30,中国银行股份有限公司,长盛电子信息产业混合型证券投资基金,,,,1399860 ,3,0.68,流通A股,4
000049,2018-09-30,中国农业银行股份有限公司,中证500交易型开放式指数证券投资基金,,,,1199312 ,3,0.58,流通A股,5
000049,2018-09-30,吴幸光,,,,,814401 ,3,0.4,流通A股,6
000049,2018-09-30,李义多,,,,,725199 ,3,0.35,流通A股,7
000049,2018-09-30,海通证券股份有限公司,,,,,704076 ,3,0.34,流通A股,8
000049,2018-09-30,三星资产运用株式会社,三星中国中小型股精选母基金,,,,691217 ,3,0.34,流通A股,9
000049,2018-09-30,吴中伟,,,,,511693 ,3,0.25,流通A股,10
000050,2018-09-30,厦门金财产业发展有限公司,,,,,389610040 ,3,19.02,未流通股,1
000050,2018-09-30,中航国际控股股份有限公司,,,,,291567326 ,3,14.24,流通A股,2
000050,2018-09-30,中国航空技术深圳有限公司,,,,,174216451 ,3,8.51,"未流通股,流通A股",3
000050,2018-09-30,中国航空技术国际控股有限公司,,,,,169134432 ,3,8.26,"未流通股,流通A股",4
000050,2018-09-30,湖北省科技投资集团有限公司,,,,,125677831 ,3,6.14,流通A股,5
000050,2018-09-30,武汉光谷新技术产业投资有限公司,,,,,43912470 ,1,2.14,流通A股,6
000050,2018-09-30,深圳市通产集团有限公司,,,,,39776373 ,3,1.94,流通A股,7
000050,2018-09-30,中国航空技术厦门有限公司,,,,,36525940 ,3,1.78,未流通股,8
000050,2018-09-30,上海工业投资(集团)有限公司,,,,,26940101 ,3,1.32,"未流通股,流通A股",9
000050,2018-09-30,成都产业投资集团有限公司,,,,,23342100 ,3,1.14,流通A股,10
000055,2018-09-30,深圳市邦林科技发展有限公司,,,,,113202154 ,1,9.8,流通A股,1
000055,2018-09-30,GUOTAI JUNAN SECURITIES(HONGKONG)LIMITED,,,,,30331243 ,3,2.62,流通B股,3
000055,2018-09-30,共青城时利和投资管理合伙企业(有限合伙),,,,,26791488 ,3,2.32,流通A股,4
000055,2018-09-30,方威,,,,,20446537 ,3,1.77,流通A股,5
000055,2018-09-30,申万宏源证券(香港)有限公司,,,,,18641097 ,3,1.61,流通B股,6
000055,2018-09-30,华润深国投信托有限公司,润之信13期集合资金信托计划,,,,10361804 ,3,0.9,流通A股,7
000055,2018-09-30,VANGUARD EMERGING MARKETS STOCK INDEX FUND,,,,,7946483 ,3,0.69,流通B股,8
000055,2018-09-30,云南国际信托有限公司,云霞3期证券投资集合资金信托计划,,,,7270314 ,3,0.63,流通A股,9
000055,2018-09-30,SUN HUNG KAI INVESTMENT SERVICES LTD,,,,,7269002 ,3,0.63,流通B股,10
000055,2018-09-30,盛久投资有限公司,,,,,93202238 ,3,8.07,流通B股,2
000056,2018-09-30,深圳市皇庭投资管理有限公司,,,,,253891877 ,1,21.6,流通A股,1
000056,2018-09-30,深圳市皇庭产业控股有限公司,,,,,239282152 ,1,20.36,流通A股,2
000056,2018-09-30,苏州和瑞九鼎投资中心(有限合伙),,,,,119641076 ,1,10.18,流通A股,3
000056,2018-09-30,百利亚太投资有限公司,,,,,72634060 ,3,6.18,流通B股,4
000056,2018-09-30,鍾志強,,,,,21576850 ,1,1.84,流通B股,5
000056,2018-09-30,陈巧玲,,,,,19940178 ,1,1.7,流通A股,6
000056,2018-09-30,霍孝谦,,,,,19940178 ,1,1.7,流通A股,7
000056,2018-09-30,中铁宝盈资产,广发银行,中铁宝盈,广泰进取1号资产管理计划,,17194004 ,3,1.46,流通A股,8
000056,2018-09-30,BOCI SECURITIES LIMITED,,,,,16990844 ,3,1.45,流通B股,9
000056,2018-09-30,全国社保基金一零四组合,,,,,16475451 ,3,1.4,流通A股,10
000056,2018-09-30,中铁宝盈资产,浦发银行,中铁宝盈,宝鑫77号特定客户资产管理计划,,14479698 ,3,1.23,流通A股,11
000058,2018-09-30,深圳市赛格集团有限公司,,,,,700628759 ,3,56.7,"未流通股,流通A股",1
000058,2018-09-30,刘国成,,,,,7052702 ,3,0.57,流通B股,2
000058,2018-09-30,上海巨漳投资管理有限公司,,,,,4967841 ,3,0.4,流通A股,3
000058,2018-09-30,刘国洪,,,,,3213598 ,3,0.26,流通B股,4
000058,2018-09-30,龚茜华,,,,,2940000 ,3,0.24,流通B股,5
000058,2018-09-30,中国证券金融股份有限公司,,,,,2271900 ,3,0.18,流通A股,6
000058,2018-09-30,徐月英,,,,,1790007 ,3,0.14,流通B股,7
000058,2018-09-30,中国恒天集团有限公司,,,,,1500000 ,3,0.12,流通A股,8
000058,2018-09-30,曾颖,,,,,1300000 ,3,0.11,流通B股,9
000058,2018-09-30,杜歆晔,,,,,1223000 ,3,0.1,流通A股,10
000059,2018-09-30,北方华锦化学工业集团有限公司,,,,,514417536 ,3,32.16,流通A股,1
000059,2018-09-30,振华石油控股有限公司,,,,,158601100 ,3,9.92,流通A股,2
000059,2018-09-30,中兵投资管理有限责任公司,,,,,92400539 ,3,5.78,流通A股,3
000059,2018-09-30,黄杰,,,,,21004582 ,3,1.31,流通A股,4
000059,2018-09-30,陈前平,,,,,15159704 ,3,0.95,流通A股,5
000059,2018-09-30,长江证券股份有限公司,,,,,7417848 ,3,0.46,流通A股,6
000059,2018-09-30,全国社保基金四一二组合,,,,,7123800 ,3,0.45,流通A股,7
000059,2018-09-30,香港中央结算有限公司,,,,,5724906 ,3,0.36,流通A股,8
000059,2018-09-30,陈忠达,,,,,5466955 ,3,0.34,流通A股,9
000059,2018-09-30,侯庆虎,,,,,4999806 ,3,0.31,流通A股,10
000060,2018-09-30,广东省广晟资产经营有限公司,,,,,981890359 ,1,27.51,流通A股,1
000060,2018-09-30,深圳市广晟投资发展有限公司,,,,,139715902 ,1,3.91,流通A股,2
000060,2018-09-30,中信保诚基金,浦发银行,云南国际信托,云信智兴2017,510号单一资金信托,81743419 ,3,2.29,流通A股,3
000060,2018-09-30,中国证券金融股份有限公司,,,,,80753105 ,3,2.26,流通A股,4
000060,2018-09-30,中央汇金资产管理有限责任公司,,,,,44176350 ,3,1.24,流通A股,5
000060,2018-09-30,云南铜业股份有限公司,,,,,32894736 ,3,0.92,流通A股,6
000060,2018-09-30,广东广晟有色金属集团有限公司,,,,,30653662 ,3,0.86,流通A股,7
000060,2018-09-30,湛泽权,,,,,23852340 ,3,0.67,流通A股,8
000060,2018-09-30,香港中央结算有限公司,,,,,23305325 ,3,0.65,流通A股,9
000060,2018-09-30,曹素丽,,,,,19288657 ,3,0.54,流通A股,10
000061,2018-09-30,深圳市福德国有资本运营有限公司,,,,,576917663 ,3,34,流通A股,1
000061,2018-09-30,富德生命人寿保险股份有限公司,万能H,,,,221160311 ,3,13.03,流通A股,2
000061,2018-09-30,富德生命人寿保险股份有限公司,分红,,,,215623559 ,3,12.71,流通A股,3
000061,2018-09-30,富德生命人寿保险股份有限公司,万能G,,,,71833110 ,3,4.23,流通A股,4
000061,2018-09-30,深圳市深铁时代实业发展公司,,,,,20183306 ,3,1.19,流通A股,5
000061,2018-09-30,深圳市人力资源和社会保障局,,,,,20183306 ,3,1.19,流通A股,6
000061,2018-09-30,中央汇金资产管理有限责任公司,,,,,18836700 ,3,1.11,流通A股,7
000061,2018-09-30,许育峰,,,,,17266320 ,3,1.02,流通A股,8
000061,2018-09-30,中国证券金融股份有限公司,,,,,16079257 ,3,0.95,流通A股,9
000061,2018-09-30,黄楚彬,,,,,15009500 ,3,0.88,流通A股,10
000061,2018-09-30,黄波衡,,,,,13487445 ,3,0.79,流通A股,11
000062,2018-09-30,深圳华强集团有限公司,,,,,510375966 ,3,70.76,"未流通股,流通A股",1
000062,2018-09-30,杨林,,,,,19496695 ,3,2.7,未流通股,2
000062,2018-09-30,张玲,,,,,16473487 ,3,2.28,未流通股,3
000062,2018-09-30,中央汇金资产管理有限责任公司,,,,,9211000 ,3,1.28,流通A股,4
000062,2018-09-30,中国证券金融股份有限公司,,,,,5028153 ,3,0.7,流通A股,5
000062,2018-09-30,韩金文,,,,,3425731 ,3,0.47,未流通股,6
000062,2018-09-30,杨逸尘,,,,,3425731 ,3,0.47,未流通股,7
000062,2018-09-30,香港中央结算有限公司,,,,,3066340 ,3,0.43,流通A股,8
000062,2018-09-30,刘建琪,,,,,2512186 ,3,0.35,流通A股,9
000062,2018-09-30,王为国,,,,,2267783 ,3,0.31,流通A股,10
000063,2018-09-30,中兴新通讯有限公司,,,,,1271868333 ,2,30.34,"流通A股,流通H股",1
000063,2018-09-30,香港中央结算代理人有限公司,,,,,754290489 ,3,17.99,流通H股,2
000063,2018-09-30,中央汇金资产管理有限责任公司,,,,,52519600 ,2,1.25,流通A股,3
000063,2018-09-30,湖南南天集团有限公司,,,,,41516065 ,2,0.99,流通A股,4
000063,2018-09-30,全国社保基金一一一组合,,,,,24119900 ,2,0.58,流通A股,5
000063,2018-09-30,全国社保基金一零四组合,,,,,20500881 ,2,0.49,流通A股,6
000063,2018-09-30,中国移动通信第七研究所,,,,,19073940 ,2,0.45,流通A股,7
000063,2018-09-30,全国社保基金一一六组合,,,,,18033345 ,2,0.43,流通A股,8
000063,2018-09-30,香港中央结算有限公司,,,,,16973182 ,2,0.4,流通A股,9
000063,2018-09-30,全国社保基金一一二组合,,,,,16180000 ,2,0.39,流通A股,10
000065,2018-09-30,中国北方工业有限公司,,,,,332209313 ,2,43.17,流通A股,1
000065,2018-09-30,北方工业科技有限公司,,,,,96631386 ,2,12.56,"未流通股,流通A股",2
000065,2018-09-30,江苏悦达集团有限公司,,,,,40337765 ,2,5.24,未流通股,3
000065,2018-09-30,西安北方惠安化学工业有限公司,,,,,38415000 ,2,4.99,流通A股,4
000065,2018-09-30,王文霞,,,,,4143529 ,2,0.54,流通A股,5
000065,2018-09-30,中辰番茄制品,,,,,3800452 ,2,0.49,未流通股,6
000065,2018-09-30,靳晓齐,,,,,3796500 ,2,0.49,流通A股,7
