ListedCoID,SecurityID,Symbol,ShortName,EndDate,IndustryName,IndustryCode,RegisterAddress,OfficeAddress,Zipcode,Secretary,SecretaryTel,SecretaryFax,SecretaryEmail,SecurityConsultant,SocialCreditCode,Lng,Lat,ISIN,FullName,LegalRepresentative,EstablishDate,Crcd,RegisterCapital
101861,2.01E+11,401,冀东水泥,2007/12/31,非金属矿物制品业,C30,唐山市丰润区林荫路,唐山市丰润区林荫路,63031,张士江,0315-3244005,0315-3244005,zqb@jdsn.com.cn,,91130200104364503X,118.1653678,39.82433114,CNE000000GX5,唐山冀东水泥股份有限公司,张增光,1994/5/8 0:00,,962770614
101862,2.01E+11,402,金融街,2007/12/31,房地产业,K70,北京市西城区金融大街19号富凯大厦B座5层,北京市西城区金融大街19号富凯大厦B座5层,100032,于蓉,"010-66573088,010-66573955",010-66573956,investors@jrjkg.com,,,116.3597019,39.91459242,CNE000000KT5,金融街控股股份有限公司,王功伟,1995/11/8 0:00,,1078451644
101863,2.01E+11,403,S*ST 生化,2007/12/31,化学原料及化学制品制造业,C26,江西省宜春市环城西路1号,深圳市福田区联合广场A座35楼,518026,原建民,,,0sxhyyjm@eyou.com,闫治仲,91140000160963703Y,114.0687206,22.52994369,CNE000000F14,三九宜工生化股份有限公司,史跃武,1993/12/28 0:00,,211683491
101885,2.01E+11,404,华意压缩,2007/12/31,通用设备制造业,C34,江西省景德镇市新厂东路28号,江西省景德镇市新厂东路28号,333001,简家凤,0798-8470237,0798-8470221,hyzq@hua-yi.cn,巢亦文,,117.2500349,29.29693956,CNE000000KM0,华意压缩机股份有限公司,刘体斌,1994/6/16 0:00,,324581218
101730,2.01E+11,407,胜利股份,2007/12/31,橡胶和塑料制品业,C29,山东省济南市高新区天辰大街2238号胜利生物工程园,山东省济南市高新区天辰大街2238号胜利生物工程园,250101,刘志强,0531-86920495,0531-86018518,sd000407@yahoo.com.cn,杜以宏,,117.1254547,36.67754397,CNE000000G88,山东胜利股份有限公司,王鹏,1994/5/11 0:00,,356720904
101731,2.01E+11,408,ST 玉源,2007/12/31,非金属矿物制品业,C30,河北省邯郸市峰峰矿区彭新路21号,河北省邯郸市峰峰矿区彭东街9号,56200,常诚,010-82275906,010-82275665,hdchc@163.com,,9113040060115569X8,114.1888546,36.42232377,CNE000000L08,玉源控股股份有限公司,路联,1996/6/25 0:00,,140167500
101732,2.01E+11,409,ST 泰格,2007/12/31,专用设备制造业,C35,广东省深圳市福田区福华一路国际商会大厦B座2202-2206,广东省深圳市福田区福华一路国际商会大厦B座2202-2206,518040,李英俊,0755-83023002,0755-83023007,stock000409@163.com,,,114.0512409,22.53700305,CNE000000L40,泰格生物技术股份有限公司,毕方庆,1993/4/28 0:00,,171374148
102759,2.01E+11,410,沈阳机床,2007/12/31,通用设备制造业,C34,沈阳经济技术开发区开发大路17甲1号,沈阳经济技术开发区开发大路17甲1号,110142,关欣,024-25190865,024-25190877,xiaogang_li@smtcl.com,李晓刚,,123.2342773,41.76054723,CNE0000008W9,沈阳机床股份有限公司,陈惠仁,1993/5/20 0:00,,545470884
101624,2.01E+11,411,英特集团,2007/12/31,零售业,F52,杭州市延安路508号,杭州市莫干山路110号,310005,包志虎,"0571-85068752,85067873",0571-85068752,bao_zhihu@sina.com,,,120.150235,30.28092214,CNE0000008D9,浙江英特集团股份有限公司,王先龙,1993/4/1 0:00,,115249970
101724,2.01E+11,413,*ST 宝石A,2007/12/31,计算机、通信和其他电子设备制造业,C39,河北省石家庄市高新技术产业开发区黄河大道9号,河北省石家庄市高新技术产业开发区黄河大道9号,50035,付殷芳,"0311-86917771,86917776",0311-86917775,bsdz@heinfo.net,王华,,114.5953902,38.04446943,CNE000000578,石家庄宝石电子玻璃股份有限公司,尚建斌,1992/12/26 0:00,200413,383000000
101742,2.01E+11,415,汇通集团,2007/12/31,土木工程建筑业,E48,新疆乌鲁木齐市黄河路22号汇通大厦,新疆乌鲁木齐市黄河路22号汇通大厦,830000,马伟华,0991-5835644,0991-5835644,mawh@huitonggroup.com.cn,,9.17E+17,87.60281395,43.79209638,CNE0000009B1,新疆汇通(集团)股份有限公司,郭运斌,1993/6/30 0:00,,300335834
101743,2.01E+11,416,华馨实业,2007/12/31,食品制造业,C14,青岛市崂山区株洲路151号,青岛市香港中路12号丰合广场B座601,266071,冯栋,0532－66777312,0532－66777313,hxsy000416@126.com,杜心强,,120.3828397,36.06410389,CNE0000009P1,青岛华馨实业股份有限公司,考尚校,1993/6/12 0:00,,531871494
101817,2.01E+11,417,合肥百货,2007/12/31,零售业,F52,安徽省合肥市长江中路150号,安徽省合肥市宿州路96号,230001,赵文武,0551-2686006,0551-2652936,zhao_wenwu@sohu.com,李红英,,117.2895965,31.86395095,CNE000000BV0,合肥百货大楼集团股份有限公司,郑晓燕,1993/10/19 0:00,,369017539
101612,2.01E+11,418,小天鹅A,2007/12/31,电气机械及器材制造业,C38,无锡国家高新技术开发区汉江路1号,江苏省无锡市惠钱路67号,214035,周斯秀,0510-83704003-2360,0510-83720879,zhousx@littleswan.com.cn,姚砚峰,,120.2483979,31.59654215,CNE000000D32,无锡小天鹅股份有限公司,万冠清,1993/11/29 0:00,200418,365103840
102323,2.01E+11,419,通程控股,2007/12/31,零售业,F52,中国湖南长沙市劳动西路589号,中国湖南长沙市劳动西路589号,410007,苏千里,0731-5534994,0731-5535588,wqm0708@263.net,文启明,,112.9940815,28.16973481,CNE000000LL0,长沙通程控股股份有限公司,周兆达,1996/8/10 0:00,,175508155
102343,2.01E+11,420,吉林化纤,2007/12/31,化学纤维制造业,C28,吉林省吉林市九站街516-1号,吉林省吉林市九站街516-1号,132115,徐建国,0432-3502452,0432-3502329,Xjg6806@163.com,王秋红,,126.4876075,43.96709579,CNE0000008F4,吉林化纤股份有限公司,王进军,1993/5/8 0:00,,378257464
102344,2.01E+11,421,南京中北,2007/12/31,居民服务业,O79,南京市通江路16号,南京市通江路16号,210019,潘明,025-86383698,025-86383600,securities@zhong-bei.com,王琴,9.13E+17,118.7333862,32.0222507,CNE0000003L3,南京中北(集团)股份有限公司,朱明,1992/7/10 0:00,,351684100
102303,2.01E+11,422,湖北宜化,2007/12/31,化学原料及化学制品制造业,C26,湖北省宜昌市猇亭大道399号,湖北省宜昌市沿江大道52号,443000,强炜,0717-6442268,0717-8868101,zyj@hbyh.cn,张拥军,,111.2778657,30.70589048,CNE0000009C9,湖北宜化化工股份有限公司,蒋远华,1992/12/24 0:00,,542378052
102324,2.01E+11,423,东阿阿胶,2007/12/31,医药制造业,C27,山东省东阿县阿胶街78号,山东省东阿县阿胶街78号,252201,吴怀锋,0635-3264069,0635-3260786,xingcs@dongeejiao.com,邢长生,,116.2590683,36.3425267,CNE0000006Y9,山东东阿阿胶股份有限公司,蒋伟,1993/5/28 0:00,,523763614
101882,2.01E+11,425,徐工科技,2007/12/31,专用设备制造业,C35,江苏省徐州经济开发区工业一区,徐州市金山桥经济开发区桃山路1号,221004,费广胜,0516-87938997,0516-87938767,fgs@xcmg.com,单庆廷,9.13E+17,117.2457635,34.31450843,CNE000000FH0,徐州工程机械科技股份有限公司,王民,1993/12/15 0:00,,545087620
107585,2.01E+11,426,富龙热电,2007/12/31,电力、热力生产和供应业,D44,内蒙古赤峰市松山区西站大街8号,内蒙古赤峰市松山区西站大街8号,24005,寇显强,"0476-2216622,0476-2216690",0476-2216691,Kxq6909@163.com,张旭东,91150000114802589Q,118.9103986,42.28179123,CNE000000D24,赤峰富龙热电股份有限公司,景树森,1994/2/18 0:00,,380676518
101883,2.01E+11,428,华天酒店,2007/12/31,住宿业,H61,长沙市解放东路300号,长沙市解放东路300号本公司贵宾楼五楼,410001,唐进军,"0731-4442888-80928,80889","0731-4449370,4442270",huatianzqb@163.com,谭北京,,112.9991622,28.19082632,CNE000000LM8,湖南华天大酒店股份有限公司,陈纪明,1995/9/27 0:00,,345680000
101884,2.01E+11,429,粤高速A,2007/12/31,装卸搬运和运输代理业,G58,广东省广州市白云路85号,广东省广州市白云路85号,510100,左江,020-83731365,020-83731363,"zqb@gpedcl.com,zuojiang22@yahoo.com.cn",戚思胤,91440000190352102M,113.3676477,22.95358869,CNE0000006Z6,广东省高速公路发展股份有限公司,周余明,1993/10/21 0:00,200429,1257117748
101887,2.01E+11,430,S*ST 张股,2007/12/31,商务服务业,L72,湖南省张家界市南庄坪1号花园,湖南省张家界市紫舞东路证券大厦5楼,427000,王安祺,0731-4331165,0731-4331165,wangyi2007@tom.com,王艺,,110.4909263,29.13203399,CNE000000F22,张家界旅游开发股份有限公司,李智勇,1992/12/19 0:00,,183600000
10854,2.01E+11,488,晨鸣纸业,2007/12/31,造纸及纸制品业,C22,山东省寿光市圣城街595号,山东省寿光市圣城街595号,262700,郝筠,"0536－2158011,2156488",0536－2158640,chenmmingpaper@163.com,"范英杰,孙文科",,118.7289003,36.87317235,CNE0000015H5,山东晨鸣纸业集团股份有限公司,陈洪国,1993/5/5 0:00,200488,1706345941
10856,2.01E+11,498,*ST 丹化,2007/12/31,化学纤维制造业,C28,辽宁省丹东市振兴区纤维街58号,辽宁省丹东市振兴区纤维街58号,118002,潘跃东,0415-6192957,0415-6191684,DD0498@163.com,,,124.3532336,40.09097562,CNE0000009D7,丹东化学纤维股份有限公司,王振山,1993/12/22 0:00,,390000000
10858,2.01E+11,501,鄂武商A,2007/12/31,零售业,F52,武汉市江汉区解放大道688号,武汉市江汉区解放大道690号,430022,万来红,027-85714295,027-85714011,xuanl528@163.com,李轩,91420100300251645N,114.270655,30.58093343,CNE000000024,武汉武商集团股份有限公司,刘江超,1992/7/1 0:00,,507248590
101188,2.01E+11,502,绿景地产,2007/12/31,房地产业,K70,广州市天河区林和中路136号天誉花园二期四楼D区,广州市天河区林和中路136号天誉花园二期四楼D区,510610,王斌,"020-38934885,38934855",020-38934850,yaoyao920628@yahoo.com.cn,胡文君,,113.3260156,23.14489669,CNE000000214,绿景地产股份有限公司,余斌,1991/5/18 0:00,,184819607
101480,2.01E+11,503,海虹控股,2007/12/31,综合,S90,海口市滨海大道文华大酒店七层,海口市滨海大道文华大酒店七层,570105,上官永强,0898-68510496,0898-68510669,IR@SEARAINBOW.COM,苗亚良,,110.2904334,20.02022987,CNE000000255,海虹企业(控股)股份有限公司,曾塞外,1991/9/26 0:00,,749018504
101481,2.01E+11,504,赛迪传媒,2007/12/31,新闻和出版业,R85,北京市昌平区科技园区火炬街甲12号,北京市海淀区紫竹院路66号赛迪大厦三层,100044,沈睿,"010-88558355,88558399",010-88558333,zqinfo@ccidtv.com,,91430000700227986F,116.3121363,39.94078362,CNE000000263,北京赛迪传媒投资股份有限公司,李颖,1991/10/18 0:00,,311573901
101482,2.01E+11,505,珠江控股,2007/12/31,房地产业,K70,海口市滨海大道珠江广场帝豪大厦29楼,海口市滨海大道珠江广场帝豪大厦29楼,570125,冯湃,"0898-68581888,68581199",0898-68581026,,顾利荣,9.15E+17,110.3209208,20.03268066,CNE0000002X0,海南珠江控股股份有限公司,郑清,1992/1/3 0:00,200505,426745404
107583,2.01E+11,506,S*ST 东泰,2007/12/31,造纸及纸制品业,C22,济南市顺河街176号,山东省济南市顺河街176,250002,贺明,0531-86935106,0531-86935105,huibanggf@163.com,贺明,,117.0060848,36.66141351,CNE0000004D8,山东惠邦地产股份有限公司,孙朝晖,1988/6/1 0:00,,249101743
101483,2.01E+11,507,粤富华,2007/12/31,综合,S90,广东省珠海市九洲大道1146号5楼,广东省珠海市九洲大道1146号5楼,519015,薛楠,"0756-3838066,3838088",0756-3321889,zhfuhua0507@yahoo.com.cn,季茜,,113.567408,22.24432781,CNE000000149,珠海经济特区富华集团股份有限公司,闫前,1989/1/1 0:00,,344997420
107866,2.01E+11,509,SST 华塑,2007/12/31,渔业,A04,四川省南充市涪江路117号,四川省成都市大业路39号大业大厦20楼,610016,郭宏杰,028-86650101,028-86657755,DM000509@163.com,史春,91510000621607788J,104.0690997,30.65322291,CNE0000001G7,同人华塑股份有限公司,邢乐成,1990/3/1 0:00,,250009885
101181,2.01E+11,510,金路集团,2007/12/31,化学原料及化学制品制造业,C26,四川省德阳市岷江西路二段57号金路大厦,四川省德阳市岷江西路二段57号金路大厦,618000,彭朗,0838-2207936,0838-2207936,Pengl2239@163.com,刘邦洪,,104.3837742,31.12441354,CNE000000172,四川金路集团股份有限公司,何光昶,1989/4/12 0:00,,609182254
101182,2.01E+11,511,银基发展,2007/12/31,房地产业,K70,沈阳市沈河区青年大街109号,沈阳市沈河区青年大街109号,110014,孙家庆,024-22903598,024-22921377,yjzq@ingin.com.cn,戴子凡,,123.4365648,41.7847549,CNE000000115,沈阳银基发展股份有限公司,沈志奇,1988/9/1 0:00,,607806322
101183,2.01E+11,513,丽珠集团,2007/12/31,医药制造业,C27,广东省珠海市拱北桂花北路132号,广东省珠海市拱北桂花北路132号丽珠大厦,519020,李如才,0756-8135888,0756-8886002,lirucai2008@livzon.com.cn,王曙光,,113.5450895,22.23690935,CNE0000002Y8,丽珠医药集团股份有限公司,朱保国,1992/3/1 0:00,200513,306035482
101475,2.01E+11,514,渝开发,2007/12/31,房地产业,K70,重庆市渝中区曾家岩1号附1号,重庆市渝中区曾家岩1号附1号,400015,钱华,"023-63856995,63858488",023-63856995,hzqhua06@sina.com,夏光明,91500000202809457F,106.5685711,29.553122,CNE0000004R8,重庆渝开发股份有限公司,粟志光,1992/10/23 0:00,,487644320
101476,2.01E+11,515,攀渝钛业,2007/12/31,化学原料及化学制品制造业,C26,重庆市巴南区走马二村51号,重庆市巴南区走马二村51号,400055,向远平,023-62551930,023-62551279,Xyp909@sohu.com,,,106.536752,29.42889562,CNE0000004S6,攀钢集团重庆钛业股份有限公司,吴家成,1992/9/11 0:00,,187207488
101555,2.01E+11,516,开元控股,2007/12/31,零售业,F52,西安市解放市场6号,西安市解放市场6号,710001,刘建锁,029-87217854,029-87217705,KYH000516@kyholding.com,,,108.9482413,34.25815449,CNE000000016,西安开元控股集团股份有限公司,刘文胜,1986/12/19 0:00,,148155522
101557,2.01E+11,517,S*ST 成功,2007/12/31,计算机、通信和其他电子设备制造业,C39,浙江省宁波市科技园区杨木碶路676号,浙江省宁波市科技园区杨木碶路676号,315040,胡约翰,0574-87915223,0574-87915224,john@000517.com,吴颖,,121.6223573,29.87738822,CNE0000000R6,成功信息产业(集团)股份有限公司,牛小军,1993/3/28 0:00,,233307495
101558,2.01E+11,518,四环生物,2007/12/31,医药制造业,C27,江苏省江阴市滨江开发区,江苏省江阴市滨江开发区,214434,陈香,0510-86408558,0510-86408558,,,,120.3159176,31.92175536,CNE0000001P8,江苏四环生物股份有限公司,孙国建,1992/5/18 0:00,,1029556222
101559,2.01E+11,519,银河动力,2007/12/31,通用设备制造业,C34,四川省成都市新都区龙桥镇,四川省成都市新都区龙桥镇,610505,熊尚荣,028-83068819,028-83068999,xiongshangrong@126.com,彭敏,9.14E+17,104.0261776,30.81942602,CNE000000198,成都银河动力股份有限公司,郑永龙,1988/8/18 0:00,,191153600
101561,2.01E+11,520,长航凤凰,2007/12/31,石油加工、炼焦及核燃料加工业,C25,武汉市民权路39号汇江大厦,武汉市民权路39号汇江大厦,430021,李嘉华,"027-85321845,85703197",027-82763929,csc-hy@tom.com,杨德祥,,114.2931979,30.57013791,CNE0000003M1,长航凤凰股份有限公司,刘锡汉,1992/5/8 0:00,,674722303
101562,2.01E+11,521,美菱电器,2007/12/31,电气机械及器材制造业,C38,合肥市经济技术开发区2163号,合肥市芜湖路48号,230001,薛辉,0551-2869394,0551-2883122,wyxuehui@163.com,齐敦卫,,117.3033593,31.85925188,CNE000000BT4,合肥美菱股份有限公司,赵勇,1992/12/31 0:00,200521,413642949
101761,2.01E+11,522,白云山A,2007/12/31,医药制造业,C27,广东省广州市白云区同和街云祥路88号,广东省广州市白云区同和街云祥路88号,510515,陈瑛,020-87062599,020-87063699,cheny@gzbys.com,周健华,,113.3226259,23.20329472,CNE0000005S3,广州白云山制药股份有限公司,谢彬,1992/11/1 0:00,,469053689
101780,2.01E+11,523,广州浪奇,2007/12/31,化学原料及化学制品制造业,C26,广州市天河区黄埔大道东128号,广州市天河区黄埔大道东128号,510660,陈建斌,"020-82162933,82161128-6228",020-82162986,dm@lonkey.com.cn,张晓敏,9.14E+17,113.3926275,23.11449554,CNE0000005T1,广州市浪奇实业股份有限公司,陈翔志,1978/6/20 0:00,,172581794
101781,2.01E+11,524,东方宾馆,2007/12/31,住宿业,H61,广州市流花路120号,广州市流花路120号,510016,陈丽红,020-86662791,020-86662791,dfhotel@163.com,吴旻,91440101190484084A,113.2590301,23.14023389,CNE000000651,广州市东方宾馆股份有限公司,翁亚绪,1992/12/26 0:00,,269673744
101782,2.01E+11,525,红太阳,2007/12/31,化学原料及化学制品制造业,C26,南京市高淳县桠溪镇东风路8号,江苏省南京市汉中路89号金鹰国际商城19层C座,210029,邹峰,"025-84785866,84785833",025-84785828,redsunir@163.com,,91320100134900928L,118.7636572,32.04052641,CNE0000002Z5,南京红太阳股份有限公司,杨寿海,1991/6/13 0:00,,280238842
107623,2.01E+11,526,旭飞投资,2007/12/31,综合,S90,厦门市湖里区寨上长乐路1号,厦门市湖里区寨上长乐路1号,361006,张质良,"0592-5744065,0755-82496036","0592-5652638,0755-82496019",zzlapple@126.com,李泽斌,91350200154999005J,118.0968374,24.5201635,CNE0000005F0,厦门旭飞投资股份有限公司,郑嘉猷,1992/7/2 0:00,,96195107
101783,2.01E+11,527,美的电器,2007/12/31,电气机械及器材制造业,C38,广东省佛山市顺德区北滘镇蓬莱路,广东省佛山市顺德区北滘镇蓬莱路,528311,李飞德,"0757-26338779,26334559",0757-26651991,IR@midea.com.cn,俞炎树,,113.2488412,22.84595203,CNE0000003N9,广东美的电器股份有限公司,何享健,1992/8/1 0:00,,1260713286
