ListedCoID,SecurityID,Symbol,ShortName,EndDate,IndustryName,IndustryCode,RegisterAddress,OfficeAddress,Zipcode,Secretary,SecretaryTel,SecretaryFax,SecretaryEmail,SecurityConsultant,SocialCreditCode,Lng,Lat,ISIN,FullName,LegalRepresentative,EstablishDate,Crcd,RegisterCapital,Website
101842,2.01E+11,156,华数传媒,2017/12/31,广播、电视、电影和影视录音制作业,R86,浙江省杭州市滨江区江南大道3850号创新大厦15楼1505室,浙江省杭州市滨江区天马路79号华数数字电视产业园B座9楼,310052,王颖轶,0571-28327789,0571-28327791,000156@wasu.com,洪方磊,91330000189080365C,120.1610543,30.18382574,CNE0000014L0,华数传媒控股股份有限公司,陆政品,1994/6/30 0:00,,1433351902,www.wasu.com
103592,2.01E+11,157,中联重科,2017/12/31,专用设备制造业,C35,湖南省长沙市银盆南路361号,湖南省长沙市银盆南路361号,410013,申柯,0731-85650157,0731-85651157,157@zoomlion.com,郭慆,9.143E+17,112.9539839,28.22108668,CNE000001527,中联重科股份有限公司,詹纯新,1999/8/1 0:00,,7794048075,www.zoomlion.com
101684,2.01E+11,158,常山北明,2017/12/31,纺织业,C17,河北省石家庄市和平东路183号,河北省石家庄市和平东路183号,50011,池俊平,0311-86673856,0311-86673929,chijunp52@sohu.com,张莉,91130100700715920E,114.5195627,38.05394791,CNE0000013X7,石家庄常山北明科技股份有限公司,肖荣智,1998/12/29 0:00,,1652874961,www.changshantex.com
101705,2.01E+11,159,国际实业,2017/12/31,批发业,F51,新疆维吾尔自治区乌鲁木齐市高新技术产业开发区北京南路358号大成国际9楼,新疆维吾尔自治区乌鲁木齐市高新技术产业开发区北京南路358号大成国际9楼,830011,李润起,0991-5854232,0991-2861579,zqb@xjgjsy.com,顾君珍,91650000712966815D,87.57033212,43.85366015,CNE0000014R7,新疆国际实业股份有限公司,丁治平,1999/3/28 0:00,,481139294,www.xjgjsy.com
104100,2.01004E+11,166,申万宏源,2017/12/31,资本市场服务,J67,新疆维吾尔自治区乌鲁木齐市高新区北京南路358号大成国际大厦20楼2001室,新疆维吾尔自治区乌鲁木齐市高新区北京南路358号大成国际大厦20楼,830011,阳昌云,0991-2301870,0991-2301779,swhy@swhygh.com,徐亮,91650000132278661Y,87.57033212,43.85366015,CNE100002FD4,申万宏源集团股份有限公司,陈亮,1996/9/16 0:00,,20056605718,www.swhygh.com
101795,2.01E+11,301,东方市场,2017/12/31,电力、热力生产和供应业,D44,江苏省吴江市盛泽镇市场路丝绸股份大厦,江苏省吴江市盛泽镇市场路丝绸股份大厦,215228,汪钟颖,0512-63527635,0512-63552272,wangzy.2006@aliyun.com,范佳健,91320500704043818X,120.6516046,30.89788457,CNE0000012K6,江苏吴江中国东方丝绸市场股份有限公司,计高雄,1998/7/16 0:00,,1218236445,www.cesm.com.cn
106591,2.01E+11,333,美的集团,2017/12/31,电气机械及器材制造业,C38,广东省佛山市顺德区北滘镇美的大道6号美的总部大楼,广东省佛山市顺德区北滘镇美的大道6号美的总部大楼,528311,江鹏,0757-22607708,0757-26605456,IR@midea.com,欧云彬,91440606722473344C,113.219583,22.93469366,CNE100001QQ5,美的集团股份有限公司,方洪波,2000/4/7 0:00,,6561053319,www.midea.com
102980,2.01E+11,338,潍柴动力,2017/12/31,汽车制造业,C36,山东省潍坊市高新技术产业开发区福寿东街197号甲,山东省潍坊市高新技术产业开发区福寿东街197号甲,261061,戴立新,0536-2297068,0536-8197073,dailx@weichai.com,王丽,9.137E+17,119.1524956,36.72029554,CNE1000000D4,潍柴动力股份有限公司,谭旭光,2002/12/23 0:00,2338,7997238556,www.weichaipower.com
102298,2.01E+11,400,许继电气,2017/12/31,电气机械及器材制造业,C38,河南省许昌市许继大道1298号,河南省许昌市许继大道1298号,461000,李维扬,0374-3212348,0374-3363549,"gszl@xjgc.com,xjdqzqb@163.com",张红燕,91410000174273201L,113.8060388,34.02382429,CNE0000007F6,许继电气股份有限公司,张旭升,1993/3/15 0:00,,1008327309,www.xjgc.com
101861,2.01E+11,401,冀东水泥,2017/12/31,非金属矿物制品业,C30,河北省唐山市丰润区林荫路,河北省唐山市丰润区林阴路233号,64000,刘宇,010-59512082,010-58256630,zqb@jdsn.com.cn,沈伟斌,91130200104364503X,118.1653158,39.82424114,CNE000000GX5,唐山冀东水泥股份有限公司,姜长禄,1994/5/8 0:00,,1347522914,www.jdsn.com.cn
101862,2.01E+11,402,金融街,2017/12/31,房地产业,K70,北京市西城区金城坊街7号,北京市西城区金城坊街7号,100033,张晓鹏,"010-66573955,66573088",010-66573956,investors@jrjkg.com,范文,9111000020283066XF,116.3628214,39.91728243,CNE000000KT5,金融街控股股份有限公司,高靓,1995/11/8 0:00,,2988929907,www.jrjkg.com.cn
101863,2.01E+11,403,ST 生化,2017/12/31,医药制造业,C27,山西省太原市长治路227号高新国际大厦16层,山西省太原市长治路227号高新国际大厦16层,30006,闫治仲,0351-7038776,0351-7038776,yan66618@126.com,闫治仲,91140000160963703Y,112.5614618,37.80494303,CNE000000F14,振兴生化股份有限公司,史曜瑜,1993/12/28 0:00,,272577599,
101885,2.01E+11,404,华意压缩,2017/12/31,通用设备制造业,C34,江西省景德镇市长虹大道1号(高新开发区内),江西省景德镇市长虹大道1号(高新开发区内),333000,史强,0798-8470228,0798-8470221,shiqiang@hua-yi.cn,巢亦文,9136020070562223XY,117.1365878,29.25876262,CNE000000KM0,华意压缩机股份有限公司,杨秀彪,1994/6/16 0:00,,695995979,www.hua-yi.cn
101730,2.01E+11,407,胜利股份,2017/12/31,燃气生产和供应业,D45,山东省济南市高新区港兴三路北段济南药谷1号楼B座32层,山东省济南市高新区港兴三路北段济南药谷1号楼B座31-33F,250102,杜以宏,"0531-86920495,88725687",0531-86018518,sd000407@sina.com,宋文臻,91370000163074944M,117.2231523,36.66908264,CNE000000G88,山东胜利股份有限公司,王鹏,1994/5/11 0:00,,880084656,www.vicome.com
101731,2.01E+11,408,藏格控股,2017/12/31,化学原料及化学制品制造业,C26,青海省格尔木市昆仑南路15-02号,青海省格尔木市昆仑南路15-02号,816000,蒋秀恒,028-65531312,0979-8433995,jxh_000408@163.com,曹东林,9113040060115569X8,94.9028668,36.39065241,CNE000000L08,藏格控股股份有限公司,肖永明,1996/6/25 0:00,,1993779522,www.zanggegf.com
101732,2.01E+11,409,山东地矿,2017/12/31,综合,S90,山东省济南市高新区新宇路750号5号楼,山东省济南市工业南路57-1号高新万达J3写字楼,250014,马立东,0531-88550409,0531-88190331,stock000409@126.com,贺业峰,91370000617780406F,,,,,,,,,
":4,662.04;本期初起至出售日该股权为上市公司贡献的净利润(万元):-3,001.67;出售对公司的影响:本次股权出售有利于公司盘活低效资产,集中精力发展优势产业,提高公司后续盈利能力;股权出售为上市公司贡献的净利润占净利润总额的比例:-30.79%;股权出售定价原则:根据评估结果;是否为关联交易:是;与交易对方的关联关系:交易对方为公司控股股东;所涉及",117.1314447,36.67794397,CNE000000L40,山东地矿股份有限公司,张虹,1993/4/28 0:00,,510931158,www.sddkgf.com.cn,"矿石的开采(分支机构经营)、加工及矿产品销售;矿业开发及管理咨询;对外投资及资产管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,,,,,,,,,,,,
102759,2.01E+11,410,*ST 沈机,2017/12/31,通用设备制造业,C34,辽宁省沈阳市经济技术开发区开发大路17甲1号,辽宁省沈阳市经济技术开发区开发大路17甲1号,110142,张天右,024-25190865,024-25190877,smtcl410@smtcl.com,林晓琳,91210106243406830Q,123.2342773,41.76054723,CNE0000008W9,沈阳机床股份有限公司,赵彪,1993/5/20 0:00,,765470884,www.smtcl.com
101624,2.01E+11,411,英特集团,2017/12/31,批发业,F51,浙江省杭州市下城区东新路江南巷2号3幢,浙江省杭州市滨江区江南大道96号中化大厦,310051,谭江,0571-86022582,0571-85068752,tanjiang2009@foxmail.com,裘莉,91330000609120272T,120.214102,30.2086783,CNE0000008D9,浙江英特集团股份有限公司,姜巨舫,1993/4/1 0:00,,207449946,www.intmedic.com
101724,2.01E+11,413,东旭光电,2017/12/31,计算机、通信和其他电子设备制造业,C39,河北省石家庄市高新区黄河大道9号,北京市海淀区复兴路甲23号临5院,100036,龚昕,010-68297016,010-68297016,gongxin_dx@126.com,王青飞,9.11301E+17,116.307553,39.90841767,CNE000000578,东旭光电科技股份有限公司,李兆廷,1992/12/26 0:00,200413,5730250118,www.dongxuguangdian.com.cn
101742,2.01E+11,415,渤海金控,2017/12/31,租赁业,L71,新疆维吾尔自治区乌鲁木齐市黄河路93号,新疆维吾尔自治区乌鲁木齐市新华北路165号广汇中天广场41楼,830002,王景然,010-57583606,010-57582368,jr.wang1@bohaiholding.com,王佳魏,9.165E+17,87.60151395,43.79013638,CNE0000009B1,渤海金控投资股份有限公司,卓逸群,1993/6/30 0:00,,6184521000,www.bohaiholding.com
101743,2.01E+11,416,民生控股,2017/12/31,其他金融业,J69,山东省青岛市崂山区株洲路151号,北京市东城区建国门内大街28号民生金融中心A座15层;山东省青岛市市南区闽江二路2号综合办公楼二楼,"100,005,266,071",张颖,010-85259007,010-85259595,sz000416@163.com,王成福,9.13702E+17,120.468039,36.14042752,CNE0000009P1,民生控股股份有限公司,余政,1993/6/12 0:00,,531871494,www.mskg.com.cn
101817,2.01E+11,417,合肥百货,2017/12/31,零售业,F52,安徽省合肥市长江中路150号,安徽省合肥市蜀山区黄山路596号,230031,戴登安,0551-65771035,0551-65771005,daidengan@163.com,杨志春,9.134E+17,117.2180638,31.84147027,CNE000000BV0,合肥百货大楼集团股份有限公司,刘浩,1993/10/19 0:00,,779884200,www.hfbh.com.cn
101612,2.01E+11,418,小天鹅A,2017/12/31,电气机械及器材制造业,C38,江苏省无锡市国家高新技术开发区长江南路18号,江苏省无锡市国家高新技术开发区长江南路18号,214028,周斯秀,0510-81082320,0510-83720879,ir@littleswan.com.cn,赵玉林,91320200704046760T,120.3902087,31.50910753,CNE000000D32,无锡小天鹅股份有限公司,方洪波,1993/11/29 0:00,200418,632487764,www.littleswan.com
102323,2.01E+11,419,通程控股,2017/12/31,零售业,F52,湖南省长沙市劳动西路589号,湖南省长沙市劳动西路589号,410007,杨格艺,0731-85534994,0731-85535588,gege1608@126.com,文启明,91430000183800499R,112.9940815,28.16973481,CNE000000LL0,长沙通程控股股份有限公司,周兆达,1996/8/10 0:00,,543582655,www.e-tongcheng.com
102343,2.01E+11,420,吉林化纤,2017/12/31,化学纤维制造业,C28,吉林省吉林市昌邑区九站街516-1号,吉林省吉林市昌邑区九站街516-1号,132115,徐建国,0432-63502452,0432-63502329,xjg6806@163.com,,91220201124496079Q,126.4876075,43.96709579,CNE0000008F4,吉林化纤股份有限公司,宋德武,1993/5/8 0:00,,1970706656,www.jlcfc.com
102344,2.01E+11,421,南京公用,2017/12/31,燃气生产和供应业,D45,江苏省南京市建邺区应天大街927号,江苏省南京市建邺区应天大街927号,210019,徐宁,025-86383650,025-86383600,securities@nj-public.com,王琴,9.13201E+17,118.7335362,32.0224007,CNE0000003L3,南京公用发展股份有限公司,潘明,1992/7/10 0:00,,572646934,www.nj-public.com
102303,2.01E+11,422,湖北宜化,2017/12/31,化学原料及化学制品制造业,C26,湖北省宜昌市猇亭大道399号,湖北省宜昌市沿江大道52号,443000,强炜,0717-8868081,0717-8868058,11703360@qq.com,周春雨,91420000179120378B,111.2778657,30.70589048,CNE0000009C9,湖北宜化化工股份有限公司,张忠华,1992/12/24 0:00,,897866712,www.hbyh.cn
102324,2.01E+11,423,东阿阿胶,2017/12/31,医药制造业,C27,山东省聊城市东阿县阿胶街78号,山东省聊城市东阿县阿胶街78号,252201,吴怀峰,0635-3264069,0635-3260786,wuhf@dongeejiao.com,,91370000168130028J,116.2590883,36.3425467,CNE0000006Y9,东阿阿胶股份有限公司,秦玉峰,1993/5/28 0:00,,654021537,www.dongeejiao.com
101882,2.01E+11,425,徐工机械,2017/12/31,专用设备制造业,C35,江苏省徐州市经济技术开发区驮蓝山路26号,江苏省徐州市经济技术开发区驮蓝山路26号,221004,费广胜,0516-87565621,0516-87565610,fgs@xcmg.com,,9.13203E+17,117.2736397,34.30025244,CNE000000FH0,徐工集团工程机械股份有限公司,王民,1993/12/15 0:00,,7007727655,xgjx.xcmg.com
107585,2.01E+11,426,兴业矿业,2017/12/31,有色金属矿采选业,B09,内蒙古自治区赤峰市新城区八家组团玉龙大街路北、天义路西兴业集团办公楼,内蒙古自治区赤峰市新城区玉龙大街76号兴业大厦,24000,孙凯,0476-8833387,0476-8833383,sunkai5611@vip.sina.com,姜雅楠,91150000114802589Q,118.8855393,42.25397169,CNE000000D24,内蒙古兴业矿业股份有限公司,吉兴业,1994/2/18 0:00,,1868500557,www.nmxyky.com
101883,2.01E+11,428,华天酒店,2017/12/31,住宿业,H61,湖南省长沙市芙蓉区解放东路300号,湖南省长沙市芙蓉区解放东路300号华天大酒店贵宾楼五楼,410001,刘胜,0731-84442888-80889,0731-84449370,huatianzqb@163.com,刘胜,9.143E+17,112.9991622,28.19082632,CNE000000LM8,华天酒店集团股份有限公司,蒋利亚,1995/9/27 0:00,,1018926000,www.huatian-hotel.com
101884,2.01E+11,429,粤高速A,2017/12/31,道路运输业,G54,广东省广州市白云路85号,广东省广州市天河区珠江新城珠江东路32号利通广场45-46层,510623,杨汉明,020-29004619,020-38787002,Hmy69@126.com,梁继荣,91440000190352102M,113.3254465,23.12603596,CNE0000006Z6,广东省高速公路发展股份有限公司,郑任发,1993/10/21 0:00,200429,2090806126,www.gpedcl.com
101887,2.01E+11,430,张家界,2017/12/31,公共设施管理业,N78,湖南省张家界市南庄坪,湖南省张家界市三角坪145号张家界国际大酒店三楼,427000,金鑫,0744-8288630,0744-8353597,zjj000430@sina.com,吴艳,91430800186881407B,110.4635334,29.13217454,CNE000000F22,张家界旅游集团股份有限公司,赵文胜,1992/12/19 0:00,,404817686,www.zjjgf.com
10854,2.01E+11,488,晨鸣纸业,2017/12/31,造纸及纸制品业,C22,山东省寿光市圣城街595号,山东省寿光市农圣东街2199号,262705,陈洪国(代),0536-2158008,0536-2158977,chenmmingpaper@163.com,袁西坤,9.137E+17,118.7992122,36.85088092,CNE0000015H5,山东晨鸣纸业集团股份有限公司,陈洪国,1993/5/5 0:00,"20,048,801,812",1936405467,www.chenmingpaper.com
10856,2.01E+11,498,山东路桥,2017/12/31,土木工程建筑业,E48,山东省济南市经五路330号,山东省济南市经五路330号,250021,管士广,0531-87069965,0531-87069902,sdlq000498@163.com,李文佳,9137000012010586X8,116.9793068,36.6566185,CNE0000009D7,山东高速路桥集团股份有限公司,艾贻忠,1993/12/22 0:00,,1120139063,www.sdlqgf.com
10858,2.01E+11,501,鄂武商A,2017/12/31,零售业,F52,湖北省武汉市江汉区解放大道690号,湖北省武汉市江汉区解放大道690号,430022,李轩,027-85714295,027-85714049,xuanl528@163.com,张媛,91420100300251645N,114.270655,30.58093343,CNE000000024,武汉武商集团股份有限公司,陈军,1992/7/1 0:00,,768992731,www.wushang.com.cn
101188,2.01E+11,502,绿景控股,2017/12/31,房地产业,K70,广东省广州市海珠区同福西路131-133号首层01房,广东省广州市天河区林和中路136号天誉花园二期501房,510610,王斌,020-85219303-85219563,020-85219227,ljkgdmb@163.com,胡文君,91440000201285073K,113.3256848,23.14828289,CNE000000214,绿景控股股份有限公司,文小兵,1991/5/18 0:00,,184819607,www.000502.cn
101480,2.01E+11,503,海虹控股,2017/12/31,互联网和相关服务,I64,海南省海口市文华路18号君华海逸大酒店(原文华大酒店)七层,海南省海口市文华路18号君华海逸大酒店(原文华大酒店)七层,570105,肖琴,010-64424355,0898-68510496,IR@SEARAINBOW.COM,刘雯雯,9.146E+17,110.2999626,20.02190003,CNE000000255,海虹企业(控股)股份有限公司,康健,1991/9/26 0:00,,898822204,WWW.SEARAINBOW.COM
101481,2.01E+11,504,南华生物,2017/12/31,新闻和出版业,R85,湖南省长沙市天心区城南西路3号财信大厦13楼,湖南省长沙市天心区城南西路3号财信大厦13楼,410015,陈勇,0731-85196775,0731-85196144,chenyong@nhbiogroup.com,王怡雅,91430000700227986F,112.9840432,28.18255539,CNE000000263,南华生物医药股份有限公司,石磊,1991/10/18 0:00,,311573901,www.nhbiogroup.com
101482,2.01E+11,505,京粮控股,2017/12/31,房地产业,K70,海南省海口市滨海大道珠江广场帝豪大厦29层,海南省海口市滨海大道珠江广场帝豪大厦29层,570125,赵寅虎,010-51672029,010-51672010,593374748@qq.com,,9.146E+17,110.3209188,20.03268066,CNE0000002X0,海南京粮控股股份有限公司,王国丰,1992/1/3 0:00,200505,685790364,
107583,2.01E+11,506,中润资源,2017/12/31,有色金属矿采选业,B09,山东省济南市经十路13777号中润世纪广场17栋,山东省济南市经十路13777号中润世纪广场17栋,250014,伊太安(代),0531-81665777,0531-81665888,zhongrun_ziyuan@163.com,,91370000206951100B,117.0749085,36.65344847,CNE0000004D8,中润资源投资股份有限公司,李明吉,1988/6/1 0:00,,929017761,www.sdzr.com
